cod_persona;genero;client_type;edad;tx_incomes_frec;net_login_frec;office_visit_frec;weeks_a_nomina;nomina_time
432;M;OFICINA;0.106666667;0.0125;0.033240997;0.012244898;30;1
433;V;OFICINA;0.2;0.115384615;0.217344982;0.01255887;13;1
434;V;OFICINA;0.613333333;0;0;0.005494505;26;1
435;V;OFICINA;0.253333333;0;0.083102493;0.306122449;1;1
436;M;OFICINA;0.186666667;0;0;0.168367347;4;1
437;V;OFICINA;0.466666667;0.102272727;0.007554772;0.051948052;11;1
438;V;ONLINE;0.253333333;0;0.020775623;0.02244898;20;1
439;M;OFICINA;0.12;0.053571429;0.011871785;0.026239067;7;1
440;M;OFICINA;0.48;0;0.332409972;0.591836735;1;1
441;M;OFICINA;0.2;0;0.041551247;0.173469388;2;1
442;M;OFICINA;0.133333333;0;0.055401662;0.115646259;3;1
443;V;OFICINA;0.253333333;0;0;0.469387755;1;1
444;V;OFICINA;0.026666667;0;0.166204986;0.183673469;2;1
445;M;OFICINA;0.146666667;0;0;0.155102041;5;1
446;V;OFICINA;0.213333333;0;0;0.204081633;2;1
447;V;OFICINA;0.466666667;0;0;0.224489796;1;1
448;M;OFICINA;0.093333333;0;0;0.057142857;5;1
449;M;OFICINA;0.306666667;0;0.332409972;0.142857143;1;1
450;M;OFICINA;0.053333333;0.024193548;0;0.020408163;31;1
451;M;OFICINA;0.053333333;0;0;0.12244898;1;1
452;V;OFICINA;0.04;0;0.094974278;0.014577259;28;1
453;V;OFICINA;0.2;0.022058824;0.004888382;0.136854742;17;1
454;V;OFICINA;0.106666667;0;0;0.071428571;4;1
455;V;OFICINA;0.24;0;0.004888382;0.025210084;17;1
456;V;OFICINA;0.293333333;0;0.083102493;0.091836735;2;1
457;V;OFICINA;0.04;0;0.083102493;0.142857143;1;1
458;V;OFICINA;0.226666667;0;0;0.244897959;1;1
459;V;OFICINA;0.346666667;0;0.020775623;0.209183673;4;1
460;V;OFICINA;0.12;0;0.470914127;0.081632653;3;1
461;M;OFICINA;0.04;0.125;0.110803324;0.129251701;3;1
462;M;OFICINA;0.053333333;0;0;0.023323615;14;1
463;V;OFICINA;0.186666667;0;0.005935892;0.013119534;14;1
464;V;OFICINA;0.066666667;0;0.166204986;0.265306122;1;1
465;M;OFICINA;0.386666667;0;0;0.183673469;1;1
466;V;OFICINA;0.453333333;0;0.083102493;0.285714286;2;1
467;V;OFICINA;0.026666667;0;0.020775623;0.035714286;4;1
468;V;OFICINA;0.146666667;0;0.049861496;0.065306122;5;1
469;V;OFICINA;0.066666667;0;0.897506925;0.048979592;5;1
470;M;OFICINA;0.106666667;0;0.016620499;0.057142857;5;1
471;M;OFICINA;0.04;0;0.041551247;0.06122449;2;1
472;V;OFICINA;0.013333333;0;0.249307479;0.469387755;1;1
473;M;OFICINA;0.4;0;0;0.069727891;12;1
474;V;OFICINA;0.186666667;0.01875;0;0.019387755;20;1
475;M;OFICINA;0.026666667;0;0;0.142857143;2;1
476;M;OFICINA;0.12;0;0;0.142857143;5;1
477;V;OFICINA;0.546666667;0;0.006925208;0.028911565;24;1
478;M;OFICINA;0.28;0;0;0.023469388;20;1
479;V;OFICINA;0.053333333;0;0;0.081632653;2;1
480;V;OFICINA;0.36;0;0.221606648;0.12244898;3;1
481;V;OFICINA;0.12;0;0.249307479;0.265306122;1;1
482;M;OFICINA;0.106666667;0.034090909;0;0.033395176;11;1
483;V;OFICINA;0.146666667;0.046875;0.038088643;0.057823129;24;1
484;V;OFICINA;0.173333333;0;0;0.035714286;4;1
485;V;OFICINA;0.173333333;0;0.055401662;0.108843537;3;1
486;V;OFICINA;0.32;0;0.083102493;0.142857143;2;1
487;V;OFICINA;0.28;0;0.041551247;0.204081633;2;1
488;M;OFICINA;0.28;0;0;0.012471655;18;1
489;M;OFICINA;0.133333333;0;0.083102493;0.265306122;1;1
490;M;OFICINA;0.08;0;0.025569998;0.026687598;13;1
491;M;OFICINA;0.386666667;0.057692308;0.063924995;0.073783359;13;1
492;V;OFICINA;0.6;0.09375;0;0.033673469;20;1
493;V;OFICINA;0.16;0;0;0.034013605;3;1
494;V;OFICINA;0.373333333;0.041666667;0;0.047619048;9;1
495;V;OFICINA;0.213333333;0.083333333;0.018467221;0.204081633;9;1
496;V;OFICINA;0.2;0;0.011080332;0.016326531;30;1
497;V;OFICINA;0.173333333;0;0;0.387755102;1;1
498;V;OFICINA;0.186666667;0;0;0.024118738;11;1
499;V;OFICINA;0.173333333;0.125;0.027700831;0.20861678;9;1
500;V;OFICINA;0.16;0.025862069;0;0.018296974;29;1
501;V;OFICINA;0.106666667;0;0.010387812;0.043367347;8;1
502;M;OFICINA;0.093333333;0.046875;0.005193906;0.047193878;16;1
503;V;OFICINA;0.28;0;0.0033241;0.022040816;25;1
504;M;OFICINA;0.466666667;0;0.011871785;0.052478134;7;1
505;V;OFICINA;0.013333333;0;0;0.346938776;1;1
506;V;OFICINA;0.346666667;0.083333333;0.00923361;0.124716553;18;1
507;V;OFICINA;0.466666667;0;0;0.244897959;1;1
508;M;OFICINA;0.106666667;0;0.083102493;0.142857143;2;1
509;M;OFICINA;0.253333333;0;0;0.003924647;26;1
510;V;OFICINA;0.12;0;0;0.095238095;3;1
511;M;OFICINA;0.12;0;0.110803324;0.244897959;3;1
512;V;OFICINA;0.24;0;0.011871785;0.024052478;28;1
513;V;OFICINA;0.506666667;0.041666667;0.036934441;0.088435374;9;1
514;V;OFICINA;0.146666667;0.075;0.11634349;0.040816327;5;1
515;V;OFICINA;0.173333333;0.15;0;0.053061224;5;1
516;M;OFICINA;0.133333333;0;0;0.022809124;17;1
517;M;OFICINA;0.106666667;0.034090909;0.166204986;0.037105751;11;1
518;V;OFICINA;0.173333333;0;0;0.132653061;2;1
519;V;OFICINA;0.093333333;0;0.083102493;0.153061224;2;1
520;V;OFICINA;0.533333333;0;0.166204986;0.265306122;1;1
521;M;OFICINA;0.266666667;0.0125;0;0.010204082;30;1
522;V;OFICINA;0.12;0;0.041551247;0.132653061;2;1
523;V;OFICINA;0.56;0;0;0.112244898;4;1
524;V;OFICINA;0.013333333;0;0;0.040816327;4;1
525;V;OFICINA;0.146666667;0;0.149584488;0.118367347;5;1
526;V;OFICINA;0.066666667;0;0.006925208;0.025510204;12;1
527;M;OFICINA;0.253333333;0;0.249307479;0.244897959;1;1
528;M;OFICINA;0.226666667;0;0;0.01814059;27;1
529;M;OFICINA;0.026666667;0;0;0.081632653;2;1
530;V;ONLINE;0.28;0;0.025569998;0;13;1
531;V;OFICINA;0.36;0;0.110803324;0.12244898;3;1
532;M;OFICINA;0.133333333;0.125;0.055401662;0.224489796;3;1
533;M;OFICINA;0.053333333;0;0.027700831;0.074829932;3;1
534;V;OFICINA;0.44;0;0;0.07755102;5;1
535;M;OFICINA;0.12;0;0;0.073469388;5;1
536;V;OFICINA;0.08;0.053571429;0.023743569;0.012633625;21;1
537;M;OFICINA;0.133333333;0;0.083102493;0.346938776;1;1
538;M;OFICINA;0.053333333;0;0.027700831;0.051020408;6;1
539;M;OFICINA;0.2;0;0;0.170068027;3;1
540;V;OFICINA;0.026666667;0;0.027700831;0.183673469;3;1
541;V;OFICINA;0.266666667;0;0.020775623;0.357142857;4;1
542;M;OFICINA;0.08;0;0;0.058309038;7;1
543;V;OFICINA;0.146666667;0;0.083102493;0.142857143;2;1
544;M;OFICINA;0.133333333;0;0.041551247;0.112244898;2;1
545;V;OFICINA;0.026666667;0;0;0.040816327;8;1
546;V;OFICINA;0.28;0;0.425900277;0.034438776;16;1
547;M;OFICINA;0.133333333;0;0;0.030612245;6;1
548;V;OFICINA;0.146666667;0;0.020775623;0.073979592;8;1
549;V;OFICINA;0.133333333;0.196428571;0.0514444;0.018464529;21;1
550;V;OFICINA;0.133333333;0;0;0.047095761;13;1
551;V;OFICINA;0.586666667;0;0;0.001569859;26;1
552;V;OFICINA;0.106666667;0;0.055401662;0.054421769;3;1
553;V;OFICINA;0.346666667;0.0625;0.013850416;0.022108844;24;1
554;V;ONLINE;0.16;0;0.025292063;0.007985803;23;1
555;V;OFICINA;0.573333333;0;0;0.285714286;3;1
556;M;OFICINA;0.106666667;0;0.152354571;0.071428571;6;1
557;M;OFICINA;0.133333333;0.075;0.033240997;0.051020408;10;1
558;V;OFICINA;0.226666667;0.016304348;0.021678911;0.01242236;23;1
559;V;OFICINA;0.093333333;0;0.045328633;0.022263451;11;1
560;V;OFICINA;0.146666667;0;0.008310249;0.024489796;10;1
561;M;OFICINA;0.16;0;0.00615574;0.0143613;27;1
562;M;OFICINA;0.32;0;0;0.214285714;2;1
563;V;OFICINA;0.146666667;0;0.083102493;0.653061224;1;1
564;V;OFICINA;0.253333333;0;0;0.163265306;5;1
565;V;OFICINA;0.133333333;0;0.006925208;0.018707483;12;1
566;V;ONLINE;0.026666667;0;0;0.004801921;17;1
567;V;OFICINA;0.093333333;0;0;0.224489796;1;1
568;M;OFICINA;0.186666667;0;0;0.054421769;3;1
569;M;OFICINA;0.133333333;0;0;0.077922078;11;1
570;M;OFICINA;0.613333333;0;0;0.029827316;26;1
571;M;OFICINA;0.053333333;0;0;0.285714286;1;1
572;V;OFICINA;0.08;0;0.027700831;0.142857143;6;1
573;V;OFICINA;0.16;0;0.004888382;0.027611044;17;1
574;M;OFICINA;0.466666667;0;0.002680726;0.011849901;31;1
575;V;OFICINA;0.106666667;0;0;0.033163265;8;1
576;V;OFICINA;0.2;0.017857143;0.007914523;0.009718173;21;1
577;V;OFICINA;0.146666667;0;0;0.12244898;7;1
578;M;OFICINA;0.093333333;0;0;0.088435374;3;1
579;M;OFICINA;0.133333333;0;0;0.142857143;4;1
580;M;OFICINA;0.106666667;0;0.013121446;0.016111708;19;1
581;V;OFICINA;0.16;0;0;0.018552876;11;1
582;M;OFICINA;0.173333333;0;0.083102493;0.530612245;1;1
583;V;ONLINE;0.12;0;0.257904289;0;29;1
584;V;OFICINA;0.133333333;0;0;0.018552876;11;1
585;V;OFICINA;0.24;0;0.166204986;0.285714286;1;1
586;M;OFICINA;0.146666667;0;0.020775623;0.117346939;4;1
587;V;OFICINA;0.213333333;0.041666667;0;0.12244898;9;1
588;M;OFICINA;0.106666667;0;0.443213296;0.054421769;3;1
589;V;OFICINA;0.106666667;0;0;0.163265306;1;1
590;V;OFICINA;0.08;0;0;0.12244898;4;1
591;V;OFICINA;0.106666667;0.107142857;0.371982588;0.023323615;21;1
592;M;OFICINA;0.066666667;0.066176471;0;0.024009604;17;1
593;M;OFICINA;0.093333333;0;0.033240997;0.012244898;10;1
594;V;OFICINA;0.053333333;0;0.00923361;0.01814059;9;1
595;V;ONLINE;0.32;0;0.648199446;0.004081633;5;1
596;M;OFICINA;0.12;0;0.027700831;0.244897959;3;1
597;V;OFICINA;0.133333333;0.125;0.060941828;0.024489796;15;1
598;V;OFICINA;0.106666667;0.036290323;0.005361451;0.013824885;31;1
599;V;OFICINA;0.106666667;0;0.041551247;0.153061224;2;1
600;V;OFICINA;0.253333333;0;0;0.015698587;26;1
601;V;OFICINA;0.093333333;0;0;0.045918367;12;1
602;M;OFICINA;0.506666667;0;0.006925208;0.012755102;24;1
603;M;OFICINA;0.12;0;0.046168052;0.070294785;9;1
604;V;OFICINA;0.186666667;0;0.083102493;0.448979592;1;1
605;M;ONLINE;0.066666667;0;0.023743569;0;7;1
606;M;OFICINA;0.133333333;0.107142857;0.249307479;0.148688047;7;1
607;V;OFICINA;0.28;0;0;0.056422569;17;1
608;M;OFICINA;0.106666667;0;0.083102493;0.285714286;1;1
609;M;OFICINA;0.093333333;0;0.020775623;0.030612245;8;1
610;M;OFICINA;0.226666667;0;0;0.068027211;9;1
611;M;OFICINA;0.133333333;0;0.083102493;0.091836735;2;1
612;V;OFICINA;0.253333333;0.034090909;0.007554772;0.211502783;11;1
613;M;OFICINA;0.013333333;0;0;0.010204082;12;1
614;V;OFICINA;0.093333333;0.115384615;0.006392499;0.029827316;13;1
615;M;ONLINE;0.32;0.4375;0.609418283;0.023809524;6;1
616;M;OFICINA;0.306666667;0;0;0.408163265;1;1
617;M;OFICINA;0.106666667;0;0.033240997;0.026530612;10;1
618;V;OFICINA;0.466666667;0;0;0.173469388;2;1
619;V;OFICINA;0.026666667;0;0;0.010804322;17;1
620;M;OFICINA;0.04;0;0.010387812;0.007653061;16;1
621;V;OFICINA;0.08;0;0.00923361;0.036281179;9;1
622;V;OFICINA;0.093333333;0.028846154;0.006392499;0.023547881;13;1
623;M;OFICINA;0.133333333;0;0;0.015606242;17;1
624;M;OFICINA;0.266666667;0.115384615;0.031962497;0.015698587;13;1
625;V;ONLINE;0.2;0;0.036357341;0.008928571;16;1
626;V;OFICINA;0.12;0;0.036934441;0.036281179;9;1
627;M;OFICINA;0.08;0;0;0.021978022;13;1
628;V;OFICINA;0.2;0;0.103878116;0.198979592;4;1
629;V;OFICINA;0.186666667;0;0.022160665;0.029931973;15;1
630;M;OFICINA;0.2;0;0.022664316;0.098330241;11;1
631;M;OFICINA;0.44;0.06;0;0.043265306;25;1
632;V;OFICINA;0.16;0.053571429;0.005935892;0.013119534;28;1
633;M;OFICINA;0.133333333;0;0;0.088435374;3;1
634;V;OFICINA;0.253333333;0;0;0.224489796;1;1
635;V;OFICINA;0.346666667;0.075;0;0.079591837;10;1
636;M;OFICINA;0.066666667;0;0.002680726;0.035549704;31;1
637;V;OFICINA;0.08;0;0.00923361;0.036281179;9;1
638;M;OFICINA;0.226666667;0;0.010387812;0.051020408;8;1
639;M;OFICINA;0.08;0;0.041551247;0.112244898;2;1
640;V;OFICINA;0.12;0;0.046168052;0.022675737;9;1
641;V;OFICINA;0.306666667;0;0;0.016326531;10;1
642;V;OFICINA;0.253333333;0;0;0.029154519;21;1
643;V;OFICINA;0.106666667;0;0.083102493;0.12244898;1;1
644;M;OFICINA;0.2;0;0;0.020408163;6;1
645;V;OFICINA;0.253333333;0;0;0.183673469;3;1
646;V;OFICINA;0.36;0.166666667;0.369344414;0.052154195;9;1
647;V;OFICINA;0.506666667;0;0.055401662;0.12244898;3;1
648;M;OFICINA;0.613333333;0.086538462;0.006392499;0.03610675;13;1
649;M;OFICINA;0.28;0;0;0.153061224;2;1
650;V;OFICINA;0.52;0;0.027700831;0.06462585;6;1
651;V;OFICINA;0.466666667;0;0;0.12244898;6;1
652;V;ONLINE;0.24;0;0;0;5;1
653;V;OFICINA;0.08;0.125;0.027700831;0.054421769;3;1
654;V;OFICINA;0.106666667;0;0.046168052;0.015873016;9;1
655;V;OFICINA;0.066666667;0;0;0.183673469;2;1
656;V;OFICINA;0.293333333;0.041666667;0.018467221;0.10430839;9;1
657;V;OFICINA;0.173333333;0.097826087;0.010839456;0.060337178;23;1
658;V;OFICINA;0.093333333;0.09375;0.685595568;0.260204082;4;1
659;M;OFICINA;0.12;0;0;0.102040816;4;1
660;M;OFICINA;0.08;0;0;0.022959184;16;1
661;M;OFICINA;0.04;0;0;0.021428571;20;1
662;M;OFICINA;0.08;0;0;0.024943311;27;1
663;M;OFICINA;0.6;0;0.007914523;0.023323615;21;1
664;V;OFICINA;0.186666667;0;0;0.234693878;2;1
665;M;OFICINA;0.293333333;0;0.083102493;0.204081633;1;1
666;M;OFICINA;0.186666667;0;0;0.683673469;2;1
667;M;OFICINA;0.093333333;0;0.011871785;0.062682216;14;1
668;M;OFICINA;0.2;0;0;0.040816327;9;1
669;V;OFICINA;0.226666667;0;0.083102493;0.367346939;1;1
670;V;OFICINA;0.12;0.044117647;0;0.022809124;17;1
671;V;OFICINA;0.24;0;0;0.008634223;26;1
672;M;OFICINA;0.56;0;0.083102493;0.095238095;3;1
673;V;OFICINA;0.093333333;0.083333333;0.055401662;0.06122449;9;1
674;M;OFICINA;0.16;0.171875;0.193905817;0.028061224;24;1
675;V;OFICINA;0.08;0;0.015109544;0.033395176;11;1
676;V;OFICINA;0.16;0.075;0.182825485;0.244897959;5;1
677;V;OFICINA;0.066666667;0.053571429;0;0.029154519;7;1
678;V;OFICINA;0.053333333;0;0;0.033163265;8;1
679;M;OFICINA;0.146666667;0;0;0.285714286;1;1
680;M;OFICINA;0.106666667;0;0.083102493;0.047619048;3;1
681;V;OFICINA;0.173333333;0;0.02412653;0.026333114;31;1
682;V;OFICINA;0.306666667;0;0.166204986;0.183673469;3;1
683;M;OFICINA;0.133333333;0;0;0.156462585;3;1
684;M;OFICINA;0.506666667;0;0;0.070097604;23;1
685;M;OFICINA;0.44;0;0.166204986;0.163265306;1;1
686;V;OFICINA;0.12;0;0;0.06122449;3;1
687;M;OFICINA;0.213333333;0;0.166204986;0.183673469;1;1
688;V;OFICINA;0.213333333;0;0.027700831;0.102040816;3;1
689;M;OFICINA;0.08;0.025;0.005540166;0.021768707;15;1
690;V;ONLINE;0.106666667;0;0;0;1;1
691;M;OFICINA;0.16;0;0;0.326530612;1;1
692;M;OFICINA;0.093333333;0;0.041551247;0.214285714;2;1
693;V;OFICINA;0.4;0;0.031163435;0.084183673;8;1
694;V;OFICINA;0.173333333;0;0.166204986;0.306122449;1;1
695;V;OFICINA;0.133333333;0;0;0.367346939;1;1
696;M;OFICINA;0.253333333;0;0.004888382;0.039615846;17;1
697;M;OFICINA;0.186666667;0;0;0.065306122;5;1
698;M;OFICINA;0.28;0;0;0.002915452;7;1
699;M;OFICINA;0.28;0.0625;0.013850416;0.156462585;6;1
700;M;OFICINA;0.106666667;0.075;0.005540166;0.053061224;15;1
701;V;OFICINA;0.2;0;0;0.469387755;1;1
702;V;OFICINA;0.546666667;0;0.041551247;0.117346939;4;1
703;V;OFICINA;0.106666667;0;0.166204986;0.142857143;1;1
704;V;OFICINA;0.706666667;0.041666667;0.092336103;0.095238095;9;1
705;M;OFICINA;0.013333333;0;0.083102493;0.163265306;1;1
706;V;OFICINA;0.146666667;0.09375;0;0.066326531;4;1
707;V;OFICINA;0.146666667;0;0;0.146258503;6;1
708;M;OFICINA;0.28;0.038793103;0;0.028149191;29;1
709;V;OFICINA;0.186666667;0;0;0.023809524;6;1
710;V;OFICINA;0.146666667;0;0;0.054421769;3;1
711;V;OFICINA;0.106666667;0.057692308;0.006392499;0.172684458;13;1
712;V;OFICINA;0.146666667;0.125;0.138504155;0.054421769;3;1
713;V;OFICINA;0.08;0;0;0.040816327;6;1
714;M;OFICINA;0.253333333;0.129807692;0.006392499;0.014128728;26;1
715;M;OFICINA;0.213333333;0;0.12465374;0.102040816;2;1
716;V;OFICINA;0.053333333;0;0.018467221;0.024943311;9;1
717;V;OFICINA;0.426666667;0;0;0.015306122;24;1
718;V;OFICINA;0.106666667;0.025;0.096952909;0.014285714;30;1
719;V;OFICINA;0.053333333;0;0.041551247;0.086734694;4;1
720;V;OFICINA;0.146666667;0;0.041551247;0.022959184;8;1
721;V;OFICINA;0.053333333;0;0.415512465;0.306122449;1;1
722;M;OFICINA;0.053333333;0;0.013850416;0.028911565;12;1
723;M;OFICINA;0.173333333;0;0.083102493;0.571428571;1;1
724;M;OFICINA;0.186666667;0;0.083102493;0.163265306;2;1
725;M;OFICINA;0.173333333;0;0;0.142857143;1;1
726;V;OFICINA;0.133333333;0;0.249307479;0.081632653;2;1
727;M;OFICINA;0.2;0.129807692;0;0.016483516;26;1
728;M;OFICINA;0.106666667;0;0.166204986;0.142857143;1;1
729;V;OFICINA;0.106666667;0;0.016620499;0.02244898;10;1
730;V;OFICINA;0.253333333;0;0;0.090379009;7;1
731;V;OFICINA;0.173333333;0.05625;0.203601108;0.015306122;20;1
732;V;OFICINA;0.066666667;0;0.166204986;0.163265306;1;1
733;M;OFICINA;0.213333333;0.15;0.008310249;0.175510204;10;1
734;M;OFICINA;0.053333333;0.045;0.023268698;0.013877551;25;1
735;V;OFICINA;0.213333333;0.5;0.027700831;0.183673469;3;1
736;M;OFICINA;0.106666667;0;0;0.37755102;2;1
737;V;OFICINA;0.013333333;0.026785714;0.026711516;0.010932945;28;1
738;V;OFICINA;0.146666667;0;0.249307479;0.489795918;1;1
739;V;OFICINA;0.12;0;0.055401662;0.272108844;3;1
740;V;OFICINA;0.16;0;0;0.033527697;14;1
741;V;OFICINA;0.226666667;0;0;0.027210884;6;1
742;V;OFICINA;0.146666667;0;0.12465374;0.255102041;2;1
743;V;OFICINA;0.013333333;0;0;0.014285714;20;1
744;V;OFICINA;0.12;0.075;0.016620499;0.130612245;5;1
745;V;OFICINA;0.133333333;0;0.135041551;0.040816327;8;1
746;V;OFICINA;0.226666667;0;0.041551247;0.214285714;2;1
747;M;OFICINA;0.493333333;0;0;0.036379769;23;1
748;V;OFICINA;0.12;0.025;0.027700831;0.023129252;15;1
749;V;OFICINA;0.12;0;0.055401662;0.183673469;3;1
750;M;OFICINA;0.066666667;0;0;0.095238095;3;1
751;M;OFICINA;0.053333333;0;0;0.013166557;31;1
752;V;OFICINA;0.16;0;0;0.234693878;4;1
753;V;OFICINA;0.133333333;0;0;0.040816327;7;1
754;V;OFICINA;0.133333333;0;0.083102493;0.112244898;2;1
755;M;OFICINA;0.08;0.107142857;0.063316185;0.029154519;21;1
756;M;OFICINA;0.12;0.057692308;0.006392499;0.021978022;13;1
757;V;OFICINA;0.333333333;0;0;0.37414966;3;1
758;V;OFICINA;0.386666667;0.043269231;0.015981249;0.027472527;26;1
759;V;OFICINA;0.106666667;0;0.013850416;0.027210884;12;1
760;V;OFICINA;0.173333333;0;0.041551247;0.346938776;2;1
761;M;OFICINA;0.08;0;0.055401662;0.108843537;3;1
762;V;OFICINA;0.053333333;0;0;0.007518797;19;1
763;V;OFICINA;0.12;0;0.020775623;0.010204082;4;1
764;M;OFICINA;0.28;0;0;0.021683673;16;1
765;M;OFICINA;0.6;0;0;0.025510204;8;1
766;M;ONLINE;0.066666667;0;0;0;1;1
767;M;OFICINA;0.053333333;0.078947368;0;0.007518797;19;1
768;V;OFICINA;0.333333333;0;0.020775623;0.112244898;4;1
769;V;OFICINA;0.146666667;0;0.041551247;0.163265306;4;1
770;M;OFICINA;0.213333333;0.09375;0;0.016581633;16;1
771;M;OFICINA;0.106666667;0;0;0.020408163;3;1
772;M;OFICINA;0.093333333;0;0.016620499;0.085714286;5;1
773;V;OFICINA;0.24;0.068181818;0.203978847;0.174397032;11;1
774;V;OFICINA;0.24;0;0;0.142857143;2;1
775;M;OFICINA;0.16;0;0.041551247;0.265306122;2;1
776;V;ONLINE;0.093333333;0;0.12465374;0;4;1
777;V;OFICINA;0.306666667;0;0;0.193877551;2;1
778;V;OFICINA;0.226666667;0.0375;0;0.018367347;30;1
779;M;OFICINA;0.053333333;0.16875;0;0.012244898;20;1
780;V;OFICINA;0.026666667;0;0.020775623;0.086734694;8;1
781;V;OFICINA;0.093333333;0;0;0.076530612;4;1
782;V;OFICINA;0.373333333;0;0;0.040816327;8;1
783;M;OFICINA;0.16;0;0.027700831;0.037414966;6;1
784;M;OFICINA;0.133333333;0;0.041551247;0.142857143;2;1
785;M;OFICINA;0.56;0.375;0.249307479;0.346938776;1;1
786;V;OFICINA;0.066666667;0.133928571;0.020775623;0.016763848;28;1
787;V;OFICINA;0.04;0;0.008310249;0.01122449;20;1
788;M;OFICINA;0.12;0;0;0.071428571;6;1
789;M;OFICINA;0.226666667;0.046875;0;0.035714286;8;1
790;M;OFICINA;0.333333333;0;0;0.102040816;2;1
791;V;OFICINA;0.24;0;0;0.285714286;1;1
792;M;OFICINA;0.16;0.0625;0.491689751;0.021258503;24;1
793;V;OFICINA;0.266666667;0;0;0.047959184;20;1
794;V;OFICINA;0.053333333;0;0.041551247;0.142857143;2;1
795;V;OFICINA;0.28;0;0.024930748;0.028571429;10;1
796;M;OFICINA;0.2;0.053571429;0;0.024295432;21;1
797;V;OFICINA;0.106666667;0.059210526;0.122466832;0.008592911;19;1
798;M;OFICINA;0.226666667;0;0;0.045252884;23;1
799;V;OFICINA;0.16;0.040178571;0;0.026239067;28;1
800;M;OFICINA;0.106666667;0;0.083102493;0.142857143;2;1
801;M;OFICINA;0.053333333;0;0.023743569;0.049562682;7;1
802;V;OFICINA;0.28;0;0.011871785;0.137026239;7;1
803;V;OFICINA;0.186666667;0;0;0.229591837;4;1
804;V;OFICINA;0.16;0.066176471;0.02444191;0.033613445;17;1
805;V;OFICINA;0.146666667;0;0.166204986;0.285714286;1;1
806;M;OFICINA;0.346666667;0;0;0.153061224;2;1
807;V;OFICINA;0.12;0;0;0.214285714;2;1
808;V;OFICINA;0.48;0.125;0.221606648;0.097959184;15;1
809;M;OFICINA;0.226666667;0;0;0.177842566;7;1
810;V;OFICINA;0.106666667;0;0.083102493;0.176870748;3;1
811;M;OFICINA;0.12;0.046875;0;0.017857143;8;1
812;V;OFICINA;0.52;0.107142857;0;0.052478134;14;1
813;M;OFICINA;0.466666667;0;0;0.011564626;30;1
814;V;OFICINA;0.28;0;0;0.054846939;16;1
815;V;OFICINA;0.106666667;0;0.033240997;0.053061224;10;1
816;V;OFICINA;0.173333333;0;0.016620499;0.040816327;10;1
817;V;OFICINA;0.493333333;0;0;0.265306122;1;1
818;V;OFICINA;0.28;0;0;0.275510204;4;1
819;V;OFICINA;0.16;0;0;0.028571429;5;1
820;V;OFICINA;0.066666667;0;0.020775623;0.018707483;12;1
821;V;OFICINA;0.48;0;0.008747631;0.010741139;19;1
822;V;OFICINA;0.413333333;0.013888889;0;0.015873016;27;1
823;M;OFICINA;0.106666667;0;0;0.173469388;2;1
824;V;OFICINA;0.16;0;0.027700831;0.217687075;3;1
825;M;OFICINA;0.133333333;0;0;0.260204082;4;1
826;M;OFICINA;0.066666667;0.053571429;0;0.049562682;7;1
827;V;OFICINA;0.04;0;0.0033241;0.013061224;25;1
828;M;OFICINA;0.213333333;0;0;0.007482993;30;1
829;M;OFICINA;0.013333333;0;0.021869077;0.008592911;19;1
830;V;OFICINA;0.026666667;0;0;0.022857143;25;1
831;V;OFICINA;0.106666667;0;0;0.022959184;24;1
832;M;OFICINA;0.333333333;0;0;0.132653061;4;1
833;M;OFICINA;0.053333333;0.015625;0.083102493;0.013605442;24;1
834;V;OFICINA;0.253333333;0;0;0.078231293;6;1
835;M;OFICINA;0.28;0.013392857;0.002967946;0.016034985;28;1
836;M;OFICINA;0.413333333;0;0;0.054421769;6;1
837;V;OFICINA;0.026666667;0;0.027700831;0.088435374;3;1
838;V;OFICINA;0.093333333;0.375;0.166204986;0.224489796;1;1
839;V;OFICINA;0.12;0;0.015109544;0.035250464;11;1
840;V;OFICINA;0.16;0;0.007554772;0.038961039;11;1
841;V;OFICINA;0.026666667;0;0.004373815;0.019334049;19;1
842;M;OFICINA;0.173333333;0;0.047487139;0.119533528;7;1
843;V;OFICINA;0.093333333;0;0.027700831;0.102040816;3;1
844;V;ONLINE;0.106666667;0;0.130589632;0.014577259;7;1
845;V;OFICINA;0.493333333;0.015;0.013296399;0.047346939;25;1
846;V;OFICINA;0.146666667;0;0.041551247;0.163265306;2;1
847;M;OFICINA;0.36;0;0.041551247;0.357142857;2;1
848;M;OFICINA;0.64;0;0;0.005830904;28;1
849;M;OFICINA;0.146666667;0;0.013850416;0.166666667;6;1
850;V;OFICINA;0.093333333;0.022058824;0;0.019207683;17;1
851;V;OFICINA;0.16;0.5;0.027700831;0.387755102;3;1
852;M;OFICINA;0.253333333;0;0.083102493;0.326530612;1;1
853;V;OFICINA;0.146666667;0;0.023743569;0.010204082;14;1
854;V;OFICINA;0.053333333;0;0.003777386;0.009276438;22;1
855;V;OFICINA;0.066666667;0;0;0.023323615;7;1
856;M;OFICINA;0.066666667;0;0.020775623;0.020408163;4;1
857;M;OFICINA;0.093333333;0;0.027700831;0.091836735;6;1
858;V;OFICINA;0.093333333;0;0.027700831;0.074829932;6;1
859;V;OFICINA;0.133333333;0.0375;0;0.046938776;10;1
860;M;OFICINA;0.066666667;0;0;0.032069971;7;1
861;M;OFICINA;0.08;0.046875;0;0.022959184;8;1
